,AgencySystem_Name,SiteSystem_Name,Agency_Id,Site_Id,Site_AgencyId,Site_Status,site_lat,site_long,site_zip_lat,site_zip_long,site_address
12588,MARSHLAND PHARMACY,MARSHLAND PHARMACY - HORICON,15318,26750.0,15318.0,active,43.4448334,-88.64906,43.43391,-88.632645,"700 Washington Street Horicon WI, 53032"
12589,DODGE COUNTY HUMAN SERVICES AND HEALTH DEPARTMENT,DODGE COUNTY HUMAN SERVICES AND HEALTH DEPARTMENT,15320,26771.0,15320.0,active,43.4168975,-88.6977918,43.37162,-88.705666,"199 County Road D F Juneau WI, 53039"
12590,DODGE COUNTY HUMAN SERVICES AND HEALTH DEPARTMENT,ZZZ - DODGE COUNTY HUMAN SERVICES AND HEALTH DEPARTMENT - DODGE COUNTY ADMINISTRATION BUILDING,15320,32508.0,15320.0,active,43.4075576,-88.7034839,43.37162,-88.705666,"127 East Oak Street Juneau WI, 53039"
12591,DODGE COUNTY HUMAN SERVICES AND HEALTH DEPARTMENT,DODGE COUNTY HUMAN SERVICES AND HEALTH DEPARTMENT - COVID-19 TESTING SITE - BEAVER DAM,15320,36609.0,15320.0,active,43.4781296,-88.820748,43.466454,-88.855804,"1701 North Spring Street Beaver Dam WI, 53916"
12592,ZZZ - DODGE COUNTY CHILD SUPPORT AGENCY,ZZZ - DODGE COUNTY CHILD SUPPORT AGENCY,15321,26773.0,15321.0,active,43.407189,-88.706638,43.37162,-88.705666,"210 W CENTER ST JUNEAU WI, 53039"
12593,DODGE COUNTY HOUSING AUTHORITY,DODGE COUNTY HOUSING AUTHORITY,15322,26774.0,15322.0,active,43.4085719,-88.6974646,43.37162,-88.705666,"491 East Center Street Juneau WI, 53039"
12594,ZZZ - DODGE COUNTY OFFICE OF EMERGENCY MANAGEMENT,ZZZ - DODGE COUNTY OFFICE OF EMERGENCY MANAGEMENT,15323,26775.0,15323.0,active,43.4075237,-88.7043661,43.37162,-88.705666,"124 WEST ST JUNEAU WI, 53039"
12595,"GREEN VALLEY ENTERPRISES, A DIVISION OF OPPORTUNITIES, INC.","GREEN VALLEY ENTERPRISES, A DIVISION OF OPPORTUNITIES, INC.",15324,26776.0,15324.0,active,43.4387196,-88.8595254,43.466454,-88.855804,"1223 Madison Street Beaver Dam WI, 53916"
12596,CHURCH HEALTH SERVICES,CHURCH HEALTH SERVICES CLINIC - BEAVER DAM,15325,26777.0,15325.0,active,43.4570308,-88.839162,43.466454,-88.855804,"115 North Center Street Beaver Dam WI, 53916"
12597,CHURCH HEALTH SERVICES,ROCK RIVER WELLNESS CENTER - WAUPUN,15325,38092.0,15325.0,active,43.635867,-88.72878,43.640247,-88.74291,"451 East Spring Street S-1 Door Waupun WI, 53963"
12598,"ZZZ - ENERGY SERVICES, INC - DODGE COUNTY","ZZZ - ENERGY SERVICES, INC - DODGE COUNTY",15326,26778.0,15326.0,active,43.4539328,-88.8359757,43.466454,-88.855804,"107 Henry Street Suite 1 Beaver Dam WI, 53916"
12599,MARSHFIELD MEDICAL CENTER - BEAVER DAM,MARSHFIELD MEDICAL CENTER - BEAVER DAM,15327,26779.0,15327.0,active,43.4483248,-88.826341,43.466454,-88.855804,"707 South University Avenue Beaver Dam WI, 53916"
12600,MARSHFIELD MEDICAL CENTER - BEAVER DAM,MARSHFIELD MEDICAL CENTER - BEAVER DAM - HORICON CLINIC,15327,30345.0,15327.0,active,43.445173,-88.6471622,43.43391,-88.632645,"610 Washington Street Horicon WI, 53032"
12601,MARSHFIELD MEDICAL CENTER - BEAVER DAM,MARSHFIELD MEDICAL CENTER - BEAVER DAM - REMEMBRANCE HOME,15327,31969.0,15327.0,active,43.4819613,-88.8203728,43.466454,-88.855804,"1810 North Spring Street Beaver Dam WI, 53916"
12602,MARSHFIELD MEDICAL CENTER - BEAVER DAM,ZZZ - MARSHFIELD MEDICAL CENTER - BEAVER DAM - JUNEAU,15327,33110.0,15327.0,active,43.409736,-88.7105202,43.37162,-88.705666,"420 WEST NORTH STREET JUNEAU WI, 53039"
12603,WATERTOWN FAMILY CONNECTIONS,WATERTOWN FAMILY CONNECTIONS,15328,26780.0,15328.0,active,43.1942087,-88.7264244,43.132397,-88.72608,"100 South Water Street Watertown WI, 53094"
12604,CHRISTIAN LIFE FELLOWSHIP,CHRISTIAN LIFE FELLOWSHIP,15329,26781.0,15329.0,active,43.4972963,-88.5569085,43.50893,-88.54768,"113 North Clark Street Mayville WI, 53050"
12605,CROSSROADS CARE CENTER OF MAYVILLE,CROSSROADS CARE CENTER OF MAYVILLE,15331,26783.0,15331.0,active,43.4921859,-88.5570595,43.50893,-88.54768,"305 South Clark Street Mayville WI, 53050"
12606,PAVE,PAVE,15332,26784.0,15332.0,active,43.45783471,-88.84117944,43.466454,-88.855804, 
12607,RENEWAL UNLIMITED,RENEWAL UNLIMITED - PARENT RESOURCE PLACE,15333,29789.0,15333.0,active,43.4445337,-88.8277636,43.466454,-88.855804,"920 South University Avenue Dodge County Resource Center Beaver Dam WI, 53916"
12608,ST VINCENT DE PAUL SOCIETY OF DODGE COUNTY,ST VINCENT DE PAUL SOCIETY OF DODGE COUNTY,15334,26786.0,15334.0,active,43.4728594,-88.8275761,43.466454,-88.855804,"125 Dodge Drive Beaver Dam WI, 53916"
12609,ZZZ - THERESA PUBLIC LIBRARY,ZZZ - THERESA PUBLIC LIBRARY,15335,26787.0,15335.0,active,43.5202188,-88.4536764,43.484238,-88.44172,"290 MAYVILLE ST THERESA WI, 53091"
12610,UNITED WAY OF DODGE COUNTY,UNITED WAY OF DODGE COUNTY,15336,26788.0,15336.0,active,43.4802107,-88.8110668,43.466454,-88.855804,"215 Corporate Drive H5 Beaver Dam WI, 53916"
12611,"EXTENSION DODGE COUNTY, UW-MADISON","EXTENSION DODGE COUNTY, UW-MADISON",15337,26789.0,15337.0,active,43.4075576,-88.7034839,43.37162,-88.705666,"127 East Oak Street Administration Building, Room 108 Juneau WI, 53039"
12612,ZZZ - WATERTOWN AREA CHAMBER OF COMMERCE,ZZZ - WATERTOWN AREA CHAMBER OF COMMERCE,15338,26790.0,15338.0,active,43.1935537,-88.7194628,43.132397,-88.72608,"519 E MAIN ST WATERTOWN WI, 53094"
12613,"WATERTOWN, CITY OF",WATERTOWN CITY HALL,15339,26791.0,15339.0,active,43.1959791,-88.7232792,43.132397,-88.72608,"106 Jones Street Watertown WI, 53094"
12614,"WATERTOWN, CITY OF","WATERTOWN PARKS, RECREATION AND FORESTRY DEPARTMENT",15339,30175.0,15339.0,active,43.1908459,-88.7251334,43.132397,-88.72608,"514 South 1st Street Watertown WI, 53094"
12615,"WATERTOWN, CITY OF",WATERTOWN PUBLIC LIBRARY,15339,30476.0,15339.0,active,43.1942087,-88.7264244,43.132397,-88.72608,"100 South Water Street Watertown WI, 53094"
12616,"WATERTOWN, CITY OF",WATERTOWN SENIOR AND COMMUNITY CENTER,15339,35361.0,15339.0,active,43.1908459,-88.7251334,43.132397,-88.72608,"514 South 1st Street Watertown WI, 53094"
12617,"WATERTOWN, CITY OF",WATERTOWN STREET DEPARTMENT,15339,37456.0,15339.0,active,43.18788,-88.725228,43.132397,-88.72608,"811 South 1st Street Watertown WI, 53094"
12618,WATERTOWN REGIONAL MEDICAL CENTER,WATERTOWN REGIONAL MEDICAL CENTER,15340,26792.0,15340.0,active,43.2000754,-88.6963745,43.261627,-88.72011,"125 Hospital Drive Watertown WI, 53098"
12619,WATERTOWN REGIONAL MEDICAL CENTER,WATERTOWN REGIONAL MEDICAL CENTER - DIRECTIONS COUNSELING CENTER,15340,26793.0,15340.0,active,43.2000754,-88.6963745,43.261627,-88.72011,"125 Hospital Drive Watertown WI, 53098"
12620,ZZZ - ALPHA RESOURCE CENTER,ZZZ - ALPHA RESOURCE CENTER,15341,26794.0,15341.0,active,43.193771,-88.721569,43.132397,-88.72608,"313 East Main Street Watertown WI, 53094"
12621,ZZZ - UNITED METHODIST CAMPS - WISCONSIN CONFERENCE,ZZZ - PINE LAKE UNITED METHODIST CAMP,15342,26796.0,15342.0,active,43.8819909,-89.49348941,43.900047,-89.53165,"W8301 County Highway M Westfield WI, 53964"
12622,ZZZ - UNITED METHODIST CAMPS - WISCONSIN CONFERENCE,ZZZ - LAKE LUCERNE CAMP AND RETREAT CENTER,15342,26797.0,15342.0,active,44.0228103,-89.2059517,43.940346,-89.21406,"W6460 County Road YY Neshkoro WI, 54960"
12623,ZZZ - JEFFERSON AREA SENIOR CENTER,ZZZ - JEFFERSON AREA SENIOR CENTER,15343,26798.0,15343.0,active,42.991055,-88.823193,42.995766,-88.7626,"859 COLLINS RD JEFFERSON WI, 53549"
12624,"JEFFERSON, CITY OF",JEFFERSON CITY HALL,15344,26799.0,15344.0,active,43.0028731,-88.807569,42.995766,-88.7626,"317 South Main Street Jefferson WI, 53549"
12625,"JEFFERSON, CITY OF",JEFFERSON POLICE DEPARTMENT,15344,29933.0,15344.0,active,42.991293,-88.8160203,42.995766,-88.7626,"425 Collins Road Jefferson WI, 53549"
12626,"JEFFERSON, CITY OF",JEFFERSON FIRE & EMS,15344,29934.0,15344.0,active,43.0055689,-88.8014584,42.995766,-88.7626,"351 East Racine Street Jefferson WI, 53549"
12627,"JEFFERSON, CITY OF",JEFFERSON CITY SERVICES FACILITY,15344,29935.0,15344.0,active,42.9931321,-88.8029599,42.995766,-88.7626,"1122 South Tensfeldt Avenue Jefferson WI, 53549"
12628,"JEFFERSON, CITY OF",JEFFERSON PUBLIC LIBRARY,15344,30180.0,15344.0,active,43.0030548,-88.8079143,42.995766,-88.7626,"321 South Main Street Jefferson WI, 53549"
12629,"JEFFERSON, CITY OF",JEFFERSON AREA SENIOR CENTER,15344,37131.0,15344.0,active,42.9911008,-88.8231867,42.995766,-88.7626,"859 Collins Road Jefferson WI, 53549"
12630,ZZZ - JEFFERSON COUNTY EMERGENCY MANAGEMENT,ZZZ - JEFFERSON COUNTY EMERGENCY MANAGEMENT,15345,26800.0,15345.0,active,43.0023959,-88.8066917,42.995766,-88.7626,"411 S CENTER AVE JEFFERSON WI, 53549"
12631,JEFFERSON COUNTY LITERACY COUNCIL,JEFFERSON COUNTY LITERACY COUNCIL,15346,26801.0,15346.0,active,43.0035011,-88.8110598,42.995766,-88.7626,"218 South Wisconsin Drive Suite 9  Jefferson WI, 53549"
12632,JEFFERSON COUNTY HEAD START,JEFFERSON COUNTY HEAD START,15347,26802.0,15347.0,active,42.9861485,-88.8266301,42.995766,-88.7626,"1541 Annex Road Jefferson WI, 53549"
12633,JEFFERSON AREA FOOD PANTRY,JEFFERSON AREA FOOD PANTRY,15348,26803.0,15348.0,active,42.9933925,-88.8097533,42.995766,-88.7626,"164 West Garland Street Jefferson WI, 53549"
12634,SHERIFF DEPARTMENT OF JEFFERSON COUNTY,JEFFERSON COUNTY SHERIFF'S DEPARTMENT,15349,26804.0,15349.0,active,43.0022846,-88.8068634,42.995766,-88.7626,"411 South Center Avenue Jefferson WI, 53549"
12635,ZZZINACTIVE - HABITAT FOR HUMANITY OF ROCK AND JEFFERSON COUNTIES,ZZZINACTIVE - HABITAT FOR HUMANITY OF ROCK AND JEFFERSON COUNTIES,15350,26805.0,15350.0,active,42.905811,-88.8487521,42.919647,-88.82936,"1525 SUMMIT DR Unit 2 FORT ATKINSON WI, 53538"
12636,JEFFERSON COUNTY HUMAN SERVICES,JEFFERSON COUNTY HUMAN SERVICES - JEFFERSON,15351,26806.0,15351.0,active,42.9861485,-88.8266301,42.995766,-88.7626,"1541 Annex Road Jefferson WI, 53549"
12637,JEFFERSON COUNTY HUMAN SERVICES,WORKFORCE DEVELOPMENT CENTER - JEFFERSON,15351,29786.0,15351.0,active,42.9908078,-88.8242372,42.995766,-88.7626,"874 Collins Road Jefferson WI, 53549"
12638,"CONCORD, TOWN OF",CONCORD TOWN HALL,15352,26807.0,15352.0,active,43.0665932,-88.5896674,43.026028,-88.60247,"W1095 Concord Center Drive Sullivan WI, 53178"
12639,"CONCORD, TOWN OF",MMS LLC,15352,30277.0,15352.0,active,43.128895,-88.6281306,43.173737,-88.57766,"N7884 Dead End Road Ixonia WI, 53036"
12640,ZZZ - CONEXIONES LATINAS COALITION,ZZZ - CONEXIONES LATINAS,15353,26808.0,15353.0,active,42.9350385,-88.8289325,42.919647,-88.82936,"520 Handeyside Lane Suite 3 Fort Atkinson WI, 53538"
12641,CREATIVE COMMUNITY LIVING SERVICES,CREATIVE COMMUNITY LIVING SERVICES,15354,26809.0,15354.0,active,43.1942716,-88.7198725,43.132397,-88.72608,"500 East Main Street Watertown WI, 53094"
12642,ZZZ - EF FOUNDATION FOR FOREIGN STUDY,ZZZ - EF FOUNDATION FOR FOREIGN STUDY,15355,26810.0,15355.0,active,42.3699825,-71.0706513,42.37016,-71.08075,"1 EDUCATION ST CAMBRIDGE MA, 02141"
12643,"ZZZ - ENERGY SERVICES, INC - JEFFERSON COUNTY","ZZZ - ENERGY SERVICES, INC - JEFFERSON COUNTY",15356,26811.0,15356.0,active,42.9329171,-88.8421475,42.919647,-88.82936,"402 Madison Avenue Fort Atkinson WI, 53538"
12644,ZZZ - FORT ATKINSON AREA CHAMBER OF COMMERCE AND VISITOR CENTER,ZZZ - FORT ATKINSON AREA CHAMBER OF COMMERCE AND VISITOR CENTER,15357,26812.0,15357.0,active,42.9307506,-88.8365408,42.919647,-88.82936,"244 N MAIN ST FORT ATKINSON WI, 53538"
12645,"FORT ATKINSON, CITY OF",FORT ATKINSON MUNICIPAL BUILDING,15358,26813.0,15358.0,active,42.929299,-88.837614,42.919647,-88.82936,"101 North Main Street Fort Atkinson WI, 53538"
12646,"FORT ATKINSON, CITY OF",FORT ATKINSON FIRE DEPARTMENT,15358,30168.0,15358.0,active,42.927114,-88.8394749,42.919647,-88.82936,"124 Milwaukee Avenue West Fort Atkinson WI, 53538"
12647,"FORT ATKINSON, CITY OF",FORT ATKINSON POLICE DEPARTMENT,15358,30169.0,15358.0,active,42.9270891,-88.8388401,42.919647,-88.82936,"101 South Water Street West Fort Atkinson WI, 53538"
12648,"FORT ATKINSON, CITY OF",DWIGHT FOSTER PUBLIC LIBRARY,15358,30179.0,15358.0,active,42.9262907,-88.8353781,42.919647,-88.82936,"209 Merchants Avenue Fort Atkinson WI, 53538"
12649,"FORT ATKINSON, CITY OF",FORT ATKINSON PUBLIC WORKS,15358,30278.0,15358.0,active,42.915466,-88.846275,42.919647,-88.82936,"700 James Place Fort Atkinson WI, 53538"
12650,"FORT ATKINSON, CITY OF",FORT ATKINSON PARKS AND RECREATION,15358,37161.0,15358.0,active,42.9292132,-88.8378588,42.919647,-88.82936,"30 North Water Street West Fort Atkinson WI, 53538"
12651,"FORT ATKINSON, CITY OF",FORT ATKINSON SENIOR CENTER,15358,37162.0,15358.0,active,42.9312418,-88.8437788,42.919647,-88.82936,"307 Robert Street Fort Atkinson WI, 53538"
12652,FORT ATKINSON FOOD PANTRY,FORT ATKINSON FOOD PANTRY,15359,26814.0,15359.0,active,42.9195587,-88.8464786,42.919647,-88.82936,"715 Jones Avenue Fort Atkinson WI, 53538"
12653,ZZZ - FORT ATKINSON SENIOR CENTER,ZZZ - FORT ATKINSON SENIOR CENTER,15360,26815.0,15360.0,active,42.9312547,-88.8437486,42.919647,-88.82936,"307 ROBERT ST FORT ATKINSON WI, 53538"
12654,FORT HEALTHCARE,FORT HEALTHCARE - FORT ATKINSON,15361,26816.0,15361.0,active,42.9313095,-88.8279512,42.919647,-88.82936,"611 Sherman Avenue East Fort Atkinson WI, 53538"
12655,FORT HEALTHCARE,FORT HEALTHCARE - LAKE MILLS CLINIC,15361,26817.0,15361.0,active,43.0891859,-88.9060929,43.084354,-88.917175,"200 East Tyranena Park Road Lake Mills WI, 53551"
12656,FORT HEALTHCARE,FORT HEALTHCARE - INTEGRATED BEHAVIORAL HEALTH SERVICES,15361,29671.0,15361.0,active,42.9347194,-88.8268258,42.919647,-88.82936,"500 McMillen Street Fort Atkinson WI, 53538"
12657,FORT HEALTHCARE,FORT HEALTHCARE - CENTER FOR WOMEN'S HEALTH,15361,30308.0,15361.0,active,42.9355948,-88.8269383,42.919647,-88.82936,"650 McMillen Street Fort Atkinson WI, 53538"
12658,ZZZINACTIVE - INTEGRATED COUNSELING SERVICES,ZZZINACTIVE - INTEGRATED COUNSELING SERVICES,15362,26818.0,15362.0,active,42.9343772,-88.8477417,42.919647,-88.82936,"734 MADISON AVE FORT ATKINSON WI, 53538"
12659,"LAKE MILLS, CITY OF",LAKE MILLS CITY HALL,15363,26819.0,15363.0,active,43.0784338,-88.911372,43.084354,-88.917175,"200 Water Street Lake Mills WI, 53551"
12660,"LAKE MILLS, CITY OF",LAKE MILLS FIRE DEPARTMENT,15363,29936.0,15363.0,active,43.0781589,-88.914367,43.084354,-88.917175,"120 Veterans Lane Lake Mills WI, 53551"
12661,"LAKE MILLS, CITY OF",LAKE MILLS POLICE DEPARTMENT,15363,29937.0,15363.0,active,43.0784338,-88.911372,43.084354,-88.917175,"200 Water Street Lake Mills WI, 53551"
12662,"LAKE MILLS, CITY OF",LAKE MILLS DEPARTMENT OF PUBLIC WORKS,15363,29938.0,15363.0,active,43.0741582,-88.8882302,43.084354,-88.917175,"155 Industrial Drive Lake Mills WI, 53551"
12663,"LAKE MILLS, CITY OF",L D FARGO PUBLIC LIBRARY (LAKE MILLS),15363,30191.0,15363.0,active,43.080966,-88.9105858,43.084354,-88.917175,"120 East Madison Street Lake Mills WI, 53551"
12664,MARSHALL/WATERLOO FOOD PANTRY,MARSHALL/WATERLOO FOOD PANTRY,15364,26820.0,15364.0,active,43.1840828,-88.9899548,43.16679,-88.9601,"117 East Madison Street Waterloo WI, 53594"
12665,"OPPORTUNITIES, INC","OPPORTUNITIES, INC",15365,26821.0,15365.0,active,42.938955,-88.8321525,42.919647,-88.82936,"200 East Cramer Street Fort Atkinson WI, 53538"
12666,SAINT MATTHEW LUTHERAN CHURCH,SAINT MATTHEW LUTHERAN CHURCH,15366,26822.0,15366.0,active,42.8765969,-88.5863851,42.890247,-88.599976,"313 West Main Street Palmyra WI, 53156"
12667,YOUR FRIENDS IN ACTION,YOUR FRIENDS IN ACTION,15367,26823.0,15367.0,active,42.9921713,-88.8091528,42.995766,-88.7626,"147 West Rockwell Street Jefferson WI, 53549"
12668,LAKE MILLS HOUSING AUTHORITY,LAKE MILLS HOUSING AUTHORITY,15368,26824.0,15368.0,active,43.0773914,-88.9093878,43.084354,-88.917175,"228 Water Street Lake Mills WI, 53551"
12669,ST VINCENT DE PAUL SOCIETY - LAKE MILLS,ST VINCENT DE PAUL SOCIETY - LAKE MILLS,15369,26825.0,15369.0,active,43.0776339,-88.8992699,43.084354,-88.917175,"720 East Lake Street Lake Mills WI, 53551"
12670,ZZZ - COUNCIL FOR THE PERFORMING ARTS,ZZZ - COUNCIL FOR THE PERFORMING ARTS,15370,26826.0,15370.0,active,43.0056151,-88.8068906,42.995766,-88.7626,"100 N MAIN ST Suite A JEFFERSON WI, 53549"
12671,ZZZ - TRINITY PINES RETIREMENT CENTER,ZZZ - TRINITY PINES RETIREMENT CENTER,15371,26827.0,15371.0,active,43.0874727,-88.9136194,43.084354,-88.917175,"326 W PINE ST LAKE MILLS WI, 53551"
12672,UNITED WAY OF JEFFERSON AND NORTH WALWORTH COUNTIES,UNITED WAY OF JEFFERSON AND NORTH WALWORTH COUNTIES,15372,26828.0,15372.0,active,42.9343222,-88.8476785,42.919647,-88.82936,"734 Madison Avenue Fort Atkinson WI, 53538"
12673,ZZZINACTIVE - PEOPLE AGAINST DOMESTIC AND SEXUAL ABUSE,ZZZINACTIVE - PEOPLE AGAINST DOMESTIC AND SEXUAL ABUSE,15373,26829.0,15373.0,active,43.0026409,-88.805061,42.995766,-88.7626," JEFFERSON WI, 53549"
12674,IMMANUEL EVANGELICAL LUTHERAN CHURCH,IMMANUEL EVANGELICAL LUTHERAN CHURCH,15374,26830.0,15374.0,active,43.1944588,-88.7153735,43.132397,-88.72608,"209 North 9th Street Watertown WI, 53094"
12675,"WATERLOO, CITY OF",WATERLOO MUNICIPAL BUILDING,15375,26831.0,15375.0,active,43.1845755,-88.9900669,43.16679,-88.9601,"136 North Monroe Street Waterloo WI, 53594"
12676,"WATERLOO, CITY OF",WATERLOO FIRE DEPARTMENT,15375,30170.0,15375.0,active,43.1885683,-88.9796029,43.16679,-88.9601,"900 Industrial Lane Waterloo WI, 53594"
12677,"WATERLOO, CITY OF",KARL JUNGINGER MEMORIAL LIBRARY (WATERLOO),15375,30475.0,15375.0,active,43.1900303,-88.9909637,43.16679,-88.9601,"625 North Monroe Street Waterloo WI, 53594"
12678,"WATERLOO, CITY OF",PUBLIC WORKS FACILITY,15375,37531.0,15375.0,active,43.1853931,-88.9849259,43.16679,-88.9601,"211 Hendricks Street Waterloo WI, 53594"
12679,ZZZINACTIVE - WATERTOWN AREA UNITED WAY,ZZZINACTIVE - WATERTOWN AREA UNITED WAY,15376,26832.0,15376.0,active,43.18927983,-88.72844408,43.132397,-88.72608,"PO Box 114 Watertown WI, 53094"
12680,JOHNSON CREEK FOOD PANTRY,SAINT JOHN'S EVANGELICAL LUTHERAN CHURCH,15377,26833.0,15377.0,active,43.0767077,-88.7734909,43.092552,-88.78576,"129 North Watertown Street Johnson Creek WI, 53038"
12681,CITY OF JEFFERSON HOUSING AUTHORITY,"JEFFERSON, CITY OF - HOUSING AUTHORITY",15378,26834.0,15378.0,active,43.0101777,-88.8102787,42.995766,-88.7626,"431 North Elizabeth Avenue Jefferson WI, 53549"
12682,JEFFERSON COUNTY CHRISTMAS NEIGHBORS,JEFFERSON COUNTY CHRISTMAS NEIGHBORS,15379,26835.0,15379.0,active,42.993571,-88.8096614,42.995766,-88.7626,"PO Box 177 JEFFERSON WI, 53549"
12683,MORAINE PARK TECHNICAL COLLEGE,MORAINE PARK TECHNICAL COLLEGE - BEAVER DAM,15380,26836.0,15380.0,active,43.461416,-88.817039,43.466454,-88.855804,"700 Gould Street Beaver Dam WI, 53916"
12684,MORAINE PARK TECHNICAL COLLEGE,MORAINE PARK TECHNICAL COLLEGE - WEST BEND,15380,30082.0,15380.0,active,43.4488051,-88.1895895,43.472446,-88.191666,"2151 North Main Street West Bend WI, 53090"
12685,JEFFERSON SCHOOL DISTRICT,JEFFERSON SCHOOL DISTRICT,15381,26837.0,15381.0,active,43.0036933,-88.8209509,42.995766,-88.7626,"206 South Taft Avenue Jefferson WI, 53549"
12686,ZZZINACTIVE - LAKELAND HEALTH CARE CENTER OF WALWORTH COUNTY,ZZZINACTIVE - LAKELAND HEALTH CARE CENTER OF WALWORTH COUNTY,15382,26838.0,15382.0,active,42.6635225,-88.4979752,42.724693,-88.53312,"1922 COUNTY RD NN ELKHORN WI, 53121"
12687,SHERIFF DEPARTMENT OF WALWORTH COUNTY,WALWORTH COUNTY LAW ENFORCEMENT CENTER,15383,26839.0,15383.0,active,42.6635552,-88.4996711,42.724693,-88.53312,"1770 County Road NN Elkhorn WI, 53121"
12688,ZZZ - WALWORTH COUNTY CLERK,ZZZ - WALWORTH COUNTY CLERK,15384,26840.0,15384.0,active,42.6727737,-88.5447839,42.724693,-88.53312,"100 W WALWORTH ST  ELKHORN WI, 53121"
12689,ZZZ - WALWORTH COUNTY DISTRICT ATTORNEY OFFICE,ZZZ - WALWORTH COUNTY DISTRICT ATTORNEY OFFICE,15385,26841.0,15385.0,active,42.6635225,-88.4979752,42.724693,-88.53312,"1800 COUNTY RD NN ELKHORN WI, 53121"
12690,WALWORTH COUNTY ECONOMIC DEVELOPMENT ALLIANCE INC,WALWORTH COUNTY ECONOMIC DEVELOPMENT ALLIANCE INC,15386,26842.0,15386.0,active,42.6702656,-88.538175,42.724693,-88.53312,"400 County Rd H Room 105 Elkhorn WI, 53121"
12691,WALWORTH COUNTY VETERANS SERVICE OFFICE,WALWORTH COUNTY VETERANS SERVICE OFFICE,15387,26843.0,15387.0,active,42.662555,-88.4910217,42.724693,-88.53312,"1910 County Road NN Elkhorn WI, 53121"
12692,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,15388,26844.0,15388.0,active,42.663698,-88.4938337,42.724693,-88.53312,"1910 County Road NN Elkhorn WI, 53121"
12693,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,ZZZINACTIVE - COMMUNITY ACTION COALITION,15388,31377.0,15388.0,active,42.6316197,-88.6240059,42.659077,-88.65956,"1545 HOBBS DR DELAVAN WI, 53115"
12694,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,ZZZINACTIVE - QUAIL RUN APARTMENTS,15388,31378.0,15388.0,active,42.7841245,-88.421131,42.794388,-88.39948,"3202 MAIN ST EAST TROY WI, 53120"
12695,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,ZZZINACTIVE - GENEVA HILLS,15388,31380.0,15388.0,active,42.606391,-88.444943,42.571236,-88.45775,"1385 ELKHORN RD LAKE GENEVA WI, 53147"
12696,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,ZZZINACTIVE - STARIN PARK COMMUNITY CENTER,15388,31381.0,15388.0,active,42.841375,-88.7381162,42.80525,-88.69996,"504 W STARIN RD WHITEWATER WI, 53190"
12697,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,ZZZINACTIVE - BROOKDALE MANOR,15388,31383.0,15388.0,active,42.8337626,-88.7491556,42.80525,-88.69996,"1061 W BLACKHAWK DR WHITEWATER WI, 53190"
12698,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,ZZZINACTIVE - BLACKHAWK MANOR,15388,31384.0,15388.0,active,42.8336514,-88.7511374,42.80525,-88.69996,"1155 W BLACKHAWK DR WHITEWATER WI, 53190"
12699,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,ZZZINACTIVE - WALWORTH MEMORIAL LIBRARY,15388,31385.0,15388.0,active,42.5304969,-88.5907981,42.53869,-88.597084,"525 KENOSHA ST WALWORTH WI, 53184"
12700,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,ZZZINACTIVE - EAST TROY VILLAGE HALL,15388,32519.0,15388.0,active,42.7882462,-88.3911041,42.794388,-88.39948,"2015 ENERGY DR EAST TROY WI, 53120"
12701,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,ZZZINACTIVE - LAKE COMUS APARTMENTS,15388,35100.0,15388.0,active,42.6346052,-88.6462189,42.659077,-88.65956,"207 MCDOWELL STREET DELAVAN WI, 53115"
12702,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,ZZZ - WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - WALWORTH COUNTY FAIRGROUNDS,15388,36178.0,15388.0,active,42.6767435,-88.5353361,42.724693,-88.53312,"411 East Court Street Elkhorn WI, 53121"
12703,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,ZZZ - BIG FOOT HIGH SCHOOL,15388,36258.0,15388.0,active,42.5263136,-88.5934281,42.53869,-88.597084,"401 Devils Lane Walworth WI, 53184"
12704,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,ZZZ - LAKE GENEVA MIDDLE SCHOOL,15388,36259.0,15388.0,active,42.5735432,-88.4153227,42.571236,-88.45775,"600 North Bloomfield Road Lake Geneva WI, 53147"
12705,WALWORTH COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,ZZZ - LAKELAND COMMUNITY CHURCH,15388,36525.0,15388.0,active,42.6066823,-88.5425969,42.571236,-88.45775,"N3181 State Rd 67 Lake Geneva WI, 53147"
