Client_Id,Interaction_ClientId,Interaction_Id,Notes,Units,Amount,Site_Id,Agency_Id,Program_Id,Service_id,ShareOptIn,CostPerUnit,Taxonomy_Id,FundingAmount,Taxonomy_Code,Taxonomy_Name,DateOfReferral,Agency_ParentId,SiteSystem_Name,TaxonomyLink_Id,AgencySystem_Name,TaxonomyLink_Code,TaxonomyLink_Name,ProgramSystem_Name,ServiceSystem_Name,DateOfServiceProvided,InteractionReferral_Id,AgencySystem_ParentName,OptionListValue_ReasonUnmet
2702,2702,1300058,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1937068,'GREAT RIVERS 2-1-1',None
29121,29121,1300050,None,None,None,7212,2152,None,7498,None,None,414522,None,'TJ-3200.5000','Medical Information Services',None,2152,'SSM HEALTH',None,'SSM HEALTH',None,None,None,'DEAN ON CALL',None,1937056,'SSM HEALTH',None
35877,35877,1300035,None,27420,59582,408015,'Baby Furniture',"""ALPHA WOMEN'S CENTER""",None,'EARN WHILE YOU LEARN PROGRAM',"""ALPHA WOMEN'S CENTER""",None,15806,None,None,None,None,None,None,None,None,None,None,'BM-3000.2000-100',22949,"""LIFE'S CONNECTION""",None,1937034
35877,35877,1300035,None,15628,None,None,None,None,None,None,None,None,None,None,'BM-3000.2000-100',15806,'HOPE NETWORK FOR SINGLE MOTHERS',None,1937033,None,36399,61974,408015,'Baby Furniture',"""LIFE'S CONNECTION - WAUKESHA""",None,'MATERIAL SUPPORT - WAUKESHA',"""LIFE'S CONNECTION"""
35877,35877,1300035,None,None,None,'BM-3000.2000-100',15628,"""ALPHA WOMEN'S CENTER""",None,1937032,None,27713,48079,408015,'Baby Furniture','HOPE NETWORK',None,'PORTABLE CRIB PROGRAM','HOPE NETWORK FOR SINGLE MOTHERS',None,22949,None,None,None,None,None,None,None
2680,2680,1300026,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1937018,'GREAT RIVERS 2-1-1',None
32156,32156,1299946,None,None,16000,49191,None,None,'Community Shelters',16000,None,None,None,None,'HOMELESS ASSISTANCE LEADERSHIP ORGANIZATION',None,None,16079,49444,None,None,'Community Shelters',16079,None,None,None,None,'SHALOM CENTER'
32156,32156,1299946,None,28177,None,None,407882,'BH-1800.8500-150',None,'HOMELESS ASSISTANCE LEADERSHIP ORGANIZATION','HOMELESS ASSISTANCE LEADERSHIP ORGANIZATION',None,'HOUSING SERVICES',1936884,None,None,28273,None,None,407882,'BH-1800.8500-150',None,'SHALOM CENTER','SHALOM CENTER',None,'EMERGENCY FAMILY SHELTER',1936885,None
2693,2693,1299899,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1936797,'GREAT RIVERS 2-1-1',None
36310,36310,1299864,None,46771,'Homelessness Prevention Programs',None,'COMMUNITY ADVOCATES',16181,None,29363,None,None,None,16817,None,None,47776,'Low Income/Subsidized Private Rental Housing',None,'ZZZ - LINDSAY COMMONS',1904,None,None,None,None,None,16016,None
36310,36310,1299864,None,None,None,None,None,None,'BH-1800.8500-150','MILWAUKEE RESCUE MISSION',1936740,30054,407882,'FAMILY PROMISE OF WAUKESHA COUNTY','TRANSITIONAL SHELTER',None,None,None,None,None,None,'BH-7000.4600-450','UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD)',1936743,28193,407978,'LUTHERAN SOCIAL SERVICES OF WI AND UPPER MICHIGAN (LSS) - WASHINGTON ST','SUBSIDIZED HOUSING'
36310,36310,1299864,None,None,15476,None,None,49818,'Community Shelters','BH-1800.8500-150 * YK-8200.8100','MILWAUKEE RESCUE MISSION',16817,None,None,None,None,None,15698,None,None,19559,'Low Income/Subsidized Private Rental Housing',None,'UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD)',16016,None,None,None
36310,36310,1299864,27055,3,'COMMUNITY ADVOCATES - JAMES LOVELL ST','SIEMER FAMILY HOMELESS PREVENTION AND CASE MANAGEMENT PROGRAM',None,None,None,'Community Shelters * Single Women',None,None,'BH-1800.8500-150','FAMILY PROMISE OF WAUKESHA COUNTY',1936741,27555,407978,'ZZZ - LINDSAY COMMONS','ZZZ - HOUSING SERVICES',None,None,None,None,None,None,'BH-7000.4600-450','LUTHERAN SOCIAL SERVICES OF WI AND UPPER MICHIGAN',1936744
36310,36310,1299864,15476,None,None,None,None,None,16181,None,None,52005,'Community Shelters',None,'FAMILY PROMISE OF WAUKESHA COUNTY',15698,None,None,None,None,None,1904,None,None,49254,'Low Income/Subsidized Private Rental Housing',None,'LUTHERAN SOCIAL SERVICES OF WI AND UPPER MICHIGAN'
36310,36310,1299864,None,'BH-0500.3140','COMMUNITY ADVOCATES',1936739,28435,407882,'MILWAUKEE RESCUE MISSION - JOY HOUSE','JOY HOUSE',None,None,None,None,None,None,'BH-7000.4600-450','ZZZ - LINDSAY COMMONS',1936742,12634,407978,'UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD) - HUD OFFICE - WISCONSIN','SUBSIDIZED HOUSING INFORMATION - WISCONSIN',None,None,None,None,None
31893,31893,1299733,None,None,None,27529,15674,None,64923,None,None,413832,None,'TD-6600.4500-060','City/Town Council Offices',None,15674,'MILWAUKEE CITY HALL',None,'MILWAUKEE,None,None,None,'COMMON COUNCIL',None,1936491,'MILWAUKEE,None
33688,33688,1299622,None,None,None,28397,16173,None,55081,None,None,121,None,'BH-0500.3200','Housing Related Coordinated Entry',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 COORDINATED ENTRY TEAM',None,1936321,'IMPACT',None
28451,28451,1299547,None,None,None,26933,15439,None,46421,None,None,408269,None,'BV-8950.1800','Electric Service Connection/Repair',None,15439,'WE ENERGIES',None,'WE ENERGIES',None,None,None,'UTILITY SERVICE CONNECTION/REPAIR',None,1936196,'WE ENERGIES',None
41213,41213,1299542,None,27745,48224,407978,'Low Income/Subsidized Private Rental Housing','HOUSING AUTHORITY OF THE CITY OF MILWAUKEE - HOUSING CHOICE VOUCHER PROGRAM','BH-7000.4600-450 * YJ-8750.0025','ELDERLY/DISABLED LOW INCOME HOUSING - MULTIPLE LOCATIONS','HOUSING AUTHORITY OF THE CITY OF MILWAUKEE',None,15792,None,None,None,None,None,None,None,None,None,None,'BH-7000.4600-450',15440,'METROPOLITAN ASSOCIATES',None,1936189
41213,41213,1299542,None,15823,None,None,None,32383,'Low Income/Subsidized Private Rental Housing * Adults With Disabilities/Health Conditions',None,None,None,None,None,'BH-7000.4600-450',15792,'HOPE HOUSE OF MILWAUKEE',None,1936188,None,26934,46423,407978,'Low Income/Subsidized Private Rental Housing','METROPOLITAN ASSOCIATES',None,'RENTAL HOUSING','METROPOLITAN ASSOCIATES'
41213,41213,1299542,None,None,None,'BH-7000.4600-450',15823,'HOUSING AUTHORITY OF THE CITY OF MILWAUKEE',None,1936187,None,37426,64321,407978,'Low Income/Subsidized Private Rental Housing','HOPE HOUSE OF MILWAUKEE - SAINT CATHERINE RESIDENCE',None,'SAINT CATHERINE RESIDENCE','HOPE HOUSE OF MILWAUKEE',None,15440,None,None,None,None,None,None,None
33688,33688,1299540,None,None,None,27745,15823,None,48224,None,None,407978,None,'BH-7000.4600-450','Low Income/Subsidized Private Rental Housing',None,15823,'HOUSING AUTHORITY OF THE CITY OF MILWAUKEE - HOUSING CHOICE VOUCHER PROGRAM',32383,'HOUSING AUTHORITY OF THE CITY OF MILWAUKEE','BH-7000.4600-450 * YJ-8750.0025','Low Income/Subsidized Private Rental Housing * Adults With Disabilities/Health Conditions',None,'ELDERLY/DISABLED LOW INCOME HOUSING - MULTIPLE LOCATIONS',None,1936185,'HOUSING AUTHORITY OF THE CITY OF MILWAUKEE',None
35048,35048,1299505,None,None,None,28622,16305,None,63014,None,None,414359,None,'TH-2900.1785','Disaster Related Cash Grants',None,16305,'SOCIAL DEVELOPMENT COMMISSION - NORTH AVE',34715,'SOCIAL DEVELOPMENT COMMISSION','TH-2900.1785 * YF-3000.2193','Disaster Related Cash Grants * COVID-19',None,'MILWAUKEE EMERGENCY RENTAL ASSISTANCE PROGRAM - MERA (WERA)',None,1936127,'SOCIAL DEVELOPMENT COMMISSION',None
37629,37629,1299480,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,1936099,'IMPACT',None
26768,26768,1299474,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,1936093,'IMPACT',None
26768,26768,1299465,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,1936085,'IMPACT',None
2820,2820,1299445,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1936056,'GREAT RIVERS 2-1-1',None
2679,2679,1299430,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1936030,'GREAT RIVERS 2-1-1',None
2679,2679,1299425,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1936022,'GREAT RIVERS 2-1-1',None
2680,2680,1299424,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1936021,'GREAT RIVERS 2-1-1',None
2847,2847,1299421,None,None,None,1691,5207,None,11226,None,None,408559,None,'DD-1500.9250','Telephone Solicitation Complaints',None,5207,'FEDERAL TRADE COMMISSION',None,'FEDERAL TRADE COMMISSION',None,None,None,'DO NOT CALL REGISTRIES',None,1936014,'FEDERAL TRADE COMMISSION',None
24624,24624,1299420,None,None,None,27082,15492,None,46859,None,None,410021,None,'JR-6000','911 Services',None,15492,'MILWAUKEE POLICE DEPARTMENT - DISTRICT 2',None,'MILWAUKEE POLICE DEPARTMENT',None,None,None,'POLICE DEPARTMENT - DISTRICT 2',None,1936013,'MILWAUKEE POLICE DEPARTMENT',None
20530,20530,1299401,None,None,None,26933,15439,None,46421,None,None,408269,None,'BV-8950.1800','Electric Service Connection/Repair',None,15439,'WE ENERGIES',None,'WE ENERGIES',None,None,None,'UTILITY SERVICE CONNECTION/REPAIR',None,1935979,'WE ENERGIES',None
36584,36584,1299387,None,None,None,None,None,None,None,None,None,408039,None,'BM-3000.0500-030','Air Conditioners',None,None,None,None,None,None,None,None,None,None,1935956,None,<NESTED LIST>
16008,16008,1299383,None,None,16934,52237,None,None,'Community Shelters',16934,None,None,None,None,'211 USE - COMMUNITY SHELTER UNMET',None,None,16173,65177,None,None,'Housing Related Coordinated Entry',16173,None,None,None,None,'IMPACT'
16008,16008,1299383,None,30499,None,None,407882,'BH-1800.8500-150',None,'211 USE - COMMUNITY SHELTER UNMET','211 USE - COMMUNITY SHELTER UNMET',None,'COMMUNITY SHELTER - UNMET',1935951,None,None,37820,None,None,121,'BH-0500.3200',None,'IMPACT - REPAIRERS OF THE BREACH','IMPACT',None,'COORDINATED ENTRY ASSESSMENT IN-REACH CENTERS',1935952,None
32923,32923,1299339,None,None,None,28434,16181,None,49843,None,None,407882,None,'BH-1800.8500-150','Community Shelters',None,16181,'MILWAUKEE RESCUE MISSION',None,'MILWAUKEE RESCUE MISSION',None,None,None,'SAFE HARBOR',None,1935887,'MILWAUKEE RESCUE MISSION',None
32923,32923,1299331,None,None,16181,49843,None,None,'Community Shelters',16181,None,None,None,None,'MILWAUKEE RESCUE MISSION',None,None,16817,52005,None,None,'Community Shelters',16817,None,None,None,None,'FAMILY PROMISE OF WAUKESHA COUNTY'
32923,32923,1299331,None,28434,None,None,407882,'BH-1800.8500-150',None,'MILWAUKEE RESCUE MISSION','MILWAUKEE RESCUE MISSION',None,'SAFE HARBOR',1935875,None,None,30054,None,None,407882,'BH-1800.8500-150',None,'FAMILY PROMISE OF WAUKESHA COUNTY','FAMILY PROMISE OF WAUKESHA COUNTY',None,'TRANSITIONAL SHELTER',1935876,None
40463,40463,1299208,None,None,None,37820,16173,None,65177,None,None,121,None,'BH-0500.3200','Housing Related Coordinated Entry',None,16173,'IMPACT - REPAIRERS OF THE BREACH',None,'IMPACT',None,None,None,'COORDINATED ENTRY ASSESSMENT IN-REACH CENTERS',None,1935654,'IMPACT',None
27154,27154,1299181,None,27621,47939,411476,'Case/Care Management','CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE - MILWAUKEE COUNTY',None,'IN HOME SUPPORT SERVICES','CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE',None,15952,None,None,None,None,None,None,None,None,None,None,'PH-1000',22262,'FINDLEY FOUNDATION,None,1935601
27154,27154,1299181,None,15740,None,None,None,None,None,None,None,None,None,None,'PH-1000',15952,'PROJECT ACCESS',None,1935600,None,35548,60009,411476,'Case/Care Management','FINDLEY FOUNDATION,None,'CASE MANAGEMENT','FINDLEY FOUNDATION
27154,27154,1299181,None,None,None,'PH-1000',15740,'CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE',None,1935599,None,28117,48981,411476,'Case/Care Management','PROJECT ACCESS',None,'COMPREHENSIVE COMMUNITY SERVICES (CCS) PROGRAM','PROJECT ACCESS',None,22262,None,None,None,None,None,None,None
39933,39933,1299139,None,None,None,28622,16305,None,63014,None,None,407943,None,'BH-3800.7000','Rent Payment Assistance',None,16305,'SOCIAL DEVELOPMENT COMMISSION - NORTH AVE',None,'SOCIAL DEVELOPMENT COMMISSION',None,None,None,'MILWAUKEE EMERGENCY RENTAL ASSISTANCE PROGRAM - MERA (WERA)',None,1935534,'SOCIAL DEVELOPMENT COMMISSION',None
25448,25448,1299133,None,None,None,"""ST BEN'S""",None,None,16233,407863,16233,None,'ST VINCENT DE PAUL SOCIETY - MILWAUKEE',27523,None,None,None,1935527,None,None,'Food Pantries','HOUSE OF PEACE',None,None,65295,'BD-1800.2000',None,'ZZZ - FOOD BANK'
25448,25448,1299133,None,48019,'BD-5000.8300',None,"""SAINT BEN'S COMMUNITY MEAL""",None,None,None,'ST VINCENT DE PAUL SOCIETY -  CROSS ROADS KITCHEN',None,None,15668,407863,15668,None,'CATHEDRAL OF SAINT JOHN THE EVANGELIST',27737,None,None,None,1935528,None,None,'Food Pantries','ZZZ - TATE',None
25448,25448,1299133,None,None,'Soup Kitchens','CAPUCHIN COMMUNITY SERVICES',None,None,50093,'BD-5000.8300',None,'CROSS ROADS KITCHEN',None,None,None,'CATHEDRAL OF SAINT JOHN THE EVANGELIST',None,None,15819,407761,15819,None,'HOUSE OF PEACE',37907,None,None,None,1935529
25448,25448,1299133,27683,None,None,None,1935525,None,None,'Soup Kitchens','ST VINCENT DE PAUL SOCIETY - MILWAUKEE',None,None,47710,'BD-5000.8300',None,'OPEN DOOR CAFE',None,None,None,'HOUSE OF PEACE COMMUNITY CENTER',None,None,23786,407761,23786,None,'ZZZ - TATE'
25448,25448,1299133,15784,407863,15784,None,'CAPUCHIN COMMUNITY SERVICES',28507,None,None,None,1935526,None,None,'Soup Kitchens','CATHEDRAL OF SAINT JOHN THE EVANGELIST',None,None,48140,'BD-1800.2000',None,'FOOD PANTRY',None,None,None,'ZZZ - TATE',None,None
2680,2680,1299117,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1935495,'GREAT RIVERS 2-1-1',None
20045,20045,1299043,None,None,None,20039,11403,None,22978,None,None,411232,None,'NL-1900','EBT Card Services',None,11403,'WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF HEALTH CARE ACCESS AND ACCOUNTABILITY',32060,'WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF MEDICAID SERVICES','NL-1900 * YC-2000','EBT Card Services * Food Stamps/SNAP Recipients',None,'FOODSHARE OR QUEST CARD CUSTOMER SERVICES - CUSTOMER SERVICE AUTOMATED RESPONSE UNIT',None,1935361,'WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF MEDICAID SERVICES',None
38004,38004,1299037,None,None,None,16305,16305,'SOCIAL DEVELOPMENT COMMISSION',None,None,None,'Rent Payment Assistance',None,47776,None,None,None,None,15510,15510,"""UNITED METHODIST CHILDREN'S SERVICES""",None,None,None,'Low Income/Subsidized Private Rental Housing',None,49334,None
38004,38004,1299037,None,'PH-1000','LINKAGE TO CARE PROGRAM',None,'SOCIAL DEVELOPMENT COMMISSION - NORTH AVE',None,407945,None,27055,None,1935347,None,'ZZZ - LINDSAY COMMONS',None,'BH-7000.4600-450','SUBSIDIZED HOUSING INFORMATION - WISCONSIN',None,"""UNITED METHODIST CHILDREN'S SERVICES""",None,407978,None,27745,None,1935352,None,'MERIDIAN GROUP'
38004,38004,1299037,None,'Case/Care Management',None,63014,None,None,None,None,15476,15476,'COMMUNITY ADVOCATES',None,None,None,'Low Income/Subsidized Private Rental Housing',None,46900,None,None,None,None,15823,15823,'HOUSING AUTHORITY OF THE CITY OF MILWAUKEE',None,None
38004,38004,1299037,27552,None,1935344,None,'SOCIAL DEVELOPMENT COMMISSION',None,'BH-3800.7250','SECURITY DEPOSIT GUARANTEE PROGRAM',None,'COMMUNITY ADVOCATES - JAMES LOVELL ST',None,407978,None,12634,None,1935349,None,"""UNITED METHODIST CHILDREN'S SERVICES""",None,'BH-7000.4600-450','RENTAL HOUSING',None,'HOUSING AUTHORITY OF THE CITY OF MILWAUKEE - HOUSING CHOICE VOUCHER PROGRAM',None,407978,None
38004,38004,1299037,15696,15696,'OUTREACH COMMUNITY HEALTH CENTERS',None,None,None,'Rental Deposit Assistance',None,61299,None,None,None,None,1904,1904,'UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD)',None,None,None,'Low Income/Subsidized Private Rental Housing',None,48224,32383,None,None,None
38004,38004,1299037,None,'OUTREACH COMMUNITY HEALTH CENTERS - 711 W CAPITOL DRIVE',None,407945,None,27055,None,1935346,None,'COMMUNITY ADVOCATES',None,'BH-7000.4600-450','ZZZ - HOUSING SERVICES',None,'UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD) - HUD OFFICE - WISCONSIN',None,407978,None,26934,None,1935351,None,'HOUSING AUTHORITY OF THE CITY OF MILWAUKEE',None,'BH-7000.4600-450','HOUSING SERVICES'
38004,38004,1299037,47770,None,None,None,None,15476,15476,'COMMUNITY ADVOCATES',None,None,None,'Low Income/Subsidized Private Rental Housing',None,19559,None,None,None,None,15440,15440,'METROPOLITAN ASSOCIATES',None,'BH-7000.4600-450 * YJ-8750.0025',None,'Low Income/Subsidized Private Rental Housing',None
38004,38004,1299037,None,'OUTREACH COMMUNITY HEALTH CENTERS',None,'BH-3800.7250','MILWAUKEE EMERGENCY RENTAL ASSISTANCE PROGRAM - MERA (WERA)',None,'COMMUNITY ADVOCATES - JAMES LOVELL ST',None,407943,None,27555,None,1935348,None,'UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD)',None,'BH-7000.4600-450','SUPPORTIVE HOUSING',None,'METROPOLITAN ASSOCIATES',None,407978,'Low Income/Subsidized Private Rental Housing * Adults With Disabilities/Health Conditions',28215,None,1935353
38004,38004,1299037,None,None,None,'Rental Deposit Assistance',None,46741,None,None,None,None,15698,15698,'ZZZ - LINDSAY COMMONS',None,None,None,'Low Income/Subsidized Private Rental Housing',None,46423,None,None,None,None,16035,16035,'MERIDIAN GROUP'
38004,38004,1299037,411476,None,28622,None,1935345,None,'COMMUNITY ADVOCATES',None,'BH-3800.7000','ZZZ - RENT HELPLINE - COVID-19',None,'ZZZ - LINDSAY COMMONS',None,407978,None,27114,None,1935350,None,'METROPOLITAN ASSOCIATES',None,'BH-7000.4600-450','ELDERLY/DISABLED LOW INCOME HOUSING - MULTIPLE LOCATIONS',None,'MERIDIAN GROUP',None
31639,31639,1298970,None,None,16173,65177,None,None,'Housing Related Coordinated Entry',16173,None,None,None,None,'IMPACT',None,None,16934,52237,None,None,'Community Shelters',16934,29157,'BH-1800.8500-150 * YK-2000',None,None,'211 USE - COMMUNITY SHELTER UNMET'
31639,31639,1298970,None,37819,None,None,121,'BH-0500.3200',None,"""IMPACT - ST BEN'S""",'IMPACT',None,'COORDINATED ENTRY ASSESSMENT IN-REACH CENTERS',1935221,None,None,30499,None,None,407882,'BH-1800.8500-150',None,'211 USE - COMMUNITY SHELTER UNMET','211 USE - COMMUNITY SHELTER UNMET','Community Shelters * Families','COMMUNITY SHELTER - UNMET',1935222,<NESTED LIST>
23115,23115,1298949,None,28626,50293,407870,'Domestic Violence Shelters',"""WOMEN'S CENTER",None,'DOMESTIC VIOLENCE,"""WOMEN'S CENTER",None,1740,None,None,None,None,None,None,None,None,None,None,'BH-1800.1500-100',1729,'AVAIL',None,1935185
23115,23115,1298949,None,16307,None,None,None,None,None,None,None,None,None,None,'PN-8100.0200-180',1740,'HELP OF DOOR COUNTY,None,1935184,None,2169,60782,407870,'Domestic Violence Shelters','AVAIL',None,'DOMESTIC VIOLENCE/SEXUAL ASSAULT SHELTER','AVAIL'
23115,23115,1298949,None,None,None,'BH-1800.1500-100',16307,"""WOMEN'S CENTER",None,1935183,None,1546,4817,412583,'Domestic Violence Support Groups','HELP OF DOOR COUNTY,None,'DOMESTIC ABUSE SERVICES','HELP OF DOOR COUNTY,None,1729,None,None,None,None,None,None,None
16912,16912,1298887,None,None,None,28504,16232,None,50065,None,None,413247,None,'RP-1500.1400-250','General Crisis Intervention Hotlines',None,16232,'ZZZ - MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION - WAUWATOSA',None,'MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION',None,None,None,"""CHILDREN'S MOBILE CRISIS TEAM""",None,1935067,'MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION',None
30482,30482,1298870,None,None,None,19422,11322,None,22532,None,None,409367,None,'FT-3000.1600','Child Support Assistance/Enforcement',None,11322,'WISCONSIN DEPARTMENT OF CHILDREN AND FAMILIES - KIDS INFORMATION LINE',None,'WISCONSIN DEPARTMENT OF CHILDREN AND FAMILIES',None,None,None,'STATE GOVERNMENT INFORMATION LINES - KIDS INFORMATION LINE',None,1935045,'WISCONSIN DEPARTMENT OF CHILDREN AND FAMILIES',None
40284,40284,1298713,None,28400,61692,408258,'Electric Service Payment Assistance','MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER',None,'ENERGY ASSISTANCE AND CRISIS ENERGY APPOINTMENTS','MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None,16733,None,None,None,None,None,None,None,None,None,None,'BV-8900.9300-180',15476,'COMMUNITY ADVOCATES',None,1934774
40284,40284,1298713,None,16174,None,None,None,None,None,None,None,None,None,None,'BV-8900.9300-180',16733,'AMERICA WORKS OF WISCONSIN',None,1934773,None,27055,63041,408258,'Electric Service Payment Assistance','COMMUNITY ADVOCATES - JAMES LOVELL ST',None,'EMERGENCY RENT ASSISTANCE PROGRAM - ERAP (WERA)','COMMUNITY ADVOCATES'
40284,40284,1298713,None,None,None,'BV-8900.9300-180',16174,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None,1934772,None,29588,51683,408258,'Electric Service Payment Assistance','AMERICA WORKS OF WISCONSIN',None,'EMERGENCY ASSISTANCE GRANT','AMERICA WORKS OF WISCONSIN',None,15476,None,None,None,None,None,None,None
2693,2693,1298692,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1934738,'GREAT RIVERS 2-1-1',None
37629,37629,1298684,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,1934727,'IMPACT',None
37629,37629,1298681,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,1934724,'IMPACT',None
2843,2843,1298653,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1934684,'GREAT RIVERS 2-1-1',None
2680,2680,1298624,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1934619,'GREAT RIVERS 2-1-1',None
20395,20395,1298557,None,None,None,27803,15842,None,48272,None,None,407761,None,'BD-1800.2000','Food Pantries',None,15842,'ALL SAINTS CATHOLIC CHURCH',None,'ALL SAINTS CATHOLIC CHURCH',None,None,None,'FOOD PANTRY',None,1934478,'ALL SAINTS CATHOLIC CHURCH',None
2679,2679,1298556,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1934477,'GREAT RIVERS 2-1-1',None
16023,16023,1298529,None,None,None,28397,16173,None,55081,None,None,121,None,'BH-0500.3200','Housing Related Coordinated Entry',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 COORDINATED ENTRY TEAM',None,1934413,'IMPACT',None
22103,22103,1298488,None,None,None,28430,16178,None,49762,None,None,414398,None,'TI-1800.3000-050','Appliance Donation Programs',None,16178,'MILWAUKEE HABITAT FOR HUMANITY - RESTORE - WAUWATOSA',None,'MILWAUKEE HABITAT FOR HUMANITY',None,None,None,'RESTORE - WAUWATOSA',None,1934336,'MILWAUKEE HABITAT FOR HUMANITY',<NESTED LIST>
