INTERACTION_ID,INTERACTION_CLIENTID,CLIENT_ID,SITE_ID,AGENCY_ID,PROGRAM_ID,SERVICE_ID,TAXONOMY_ID,TAXONOMY_NAME,DATEOFREFERRAL,AGENCY_PARENTID,SITESYSTEM_NAME,AGENCYSYSTEM_NAME,INTERACTIONREFERRAL_ID,AGENCYSYSTEM_PARENTNAME
1315435,37484,37484,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,1964535,IMPACT
1315375,42062,42062,30172,16832,None,52022,407761,Food Pantries,None,16832,HARVEST OUTREACH,HARVEST OUTREACH,1964432,HARVEST OUTREACH
1315368,24621,24621,28444,16189,None,49859,407761,Food Pantries,None,16189,NORTHCOTT NEIGHBORHOOD HOUSE - 6TH ST,NORTHCOTT NEIGHBORHOOD HOUSE,1964419,NORTHCOTT NEIGHBORHOOD HOUSE
1315365,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1964413,GREAT RIVERS 2-1-1
1315360,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1964401,IMPACT
1315339,2940,2940,7489,754,None,16319,413251,Mental Health Crisis Lines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1964365,GREAT RIVERS 2-1-1
1315325,35717,35717,28397,16173,None,55061,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1964340,IMPACT
1315319,35717,35717,28504,16232,None,55073,413247,General Crisis Intervention Hotlines,None,16232,ZZZ - MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION - WAUWATOSA,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION,1964329,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION
1315315,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1964318,GREAT RIVERS 2-1-1
1315296,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1964293,GREAT RIVERS 2-1-1
1315261,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1964247,GREAT RIVERS 2-1-1
1315260,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1964246,GREAT RIVERS 2-1-1
1315215,21252,21252,28521,16243,None,50121,413265,Third Party Involuntary Commitment Petition Services,None,16243,MILWAUKEE COUNTY CORPORATION COUNSEL,MILWAUKEE COUNTY CORPORATION COUNSEL,1964187,MILWAUKEE COUNTY CORPORATION COUNSEL
1315202,22056,22056,28130,15962,None,49031,410313,Aging and Disability Resource Centers,None,15962,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF RACINE COUNTY,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF RACINE COUNTY,1964168,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF RACINE COUNTY
1315129,22531,22531,36908,23234,None,63334,407761,Food Pantries,None,23234,VIVENT HEALTH - MILWAUKEE REGIONAL OFFICE,VIVENT HEALTH,1964024,VIVENT HEALTH
1315117,22657,22657,37820,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - REPAIRERS OF THE BREACH,IMPACT,1964004,IMPACT
1315088,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1963951,GREAT RIVERS 2-1-1
1315053,19708,19708,28400,16174,None,61692,408259,Gas Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,1963886,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1315023,35264,35264,27222,15533,None,47072,409569,Public Preschools,None,15533,DAY CARE SERVICES FOR CHILDREN (DCSC) - PARKLAWN CENTER,DAY CARE SERVICES FOR CHILDREN (DCSC),1963837,DAY CARE SERVICES FOR CHILDREN (DCSC)
1314992,35541,35541,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,1963767,IMPACT
1314963,37191,37191,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,1963723,IMPACT
1314962,35656,35656,30728,16972,None,52324,408088,Shoes,None,16972,BETHANIA LUTHERAN CHURCH,BETHANIA LUTHERAN CHURCH,1963718,BETHANIA LUTHERAN CHURCH
1314917,16356,16356,28482,16216,None,63246,413395,Residential Alcohol Use Disorder Treatment Facilities,None,16216,UNITED COMMUNITY CENTER - S 6TH STREET,UNITED COMMUNITY CENTER,1963645,UNITED COMMUNITY CENTER
1314896,32923,32923,28504,16232,None,55073,413247,General Crisis Intervention Hotlines,None,16232,ZZZ - MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION - WAUWATOSA,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION,1963619,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION
1314847,23875,23875,33495,19536,None,56931,407761,Food Pantries,None,19536,NEW CREATURES IN CHRIST OUTREACH MINISTRY,NEW CREATURES IN CHRIST OUTREACH MINISTRY,1963528,NEW CREATURES IN CHRIST OUTREACH MINISTRY
1314829,37074,37074,37818,23745,None,65100,411008,Pediatric Dentistry,None,23745,ZZZ - ASCENSION SOUTHEAST WISCONSIN - SETON DENTAL CLINIC,ZZZ - ASCENSION SOUTHEAST WISCONSIN - SETON DENTAL CLINIC,1963484,ZZZ - ASCENSION SOUTHEAST WISCONSIN - SETON DENTAL CLINIC
1314800,30554,30554,30499,16934,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET,211 USE - COMMUNITY SHELTER UNMET,1963432,211 USE - COMMUNITY SHELTER UNMET
1314638,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1963152,GREAT RIVERS 2-1-1
1314625,37506,37506,None,None,None,None,414509,211 Systems,None,None,None, AgencySystem_Name: None,1963132, AgencySystem_ParentName: None
1314606,20321,20321,None,None,None,None,408258,Electric Service Payment Assistance,None,None,None, AgencySystem_Name: None,1963093, AgencySystem_ParentName: None
1314562,29216,29216,32482,17904,None,55118,407761,Food Pantries,None,17904,LAKEVIEW CHURCH OF CHRIST,LAKEVIEW CHURCH OF CHRIST,1963028,LAKEVIEW CHURCH OF CHRIST
1314539,22418,22418,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,1962993,IMPACT
1314536,16818,16818,30499,16934,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET,211 USE - COMMUNITY SHELTER UNMET,1962990,211 USE - COMMUNITY SHELTER UNMET
1314524,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1962976,GREAT RIVERS 2-1-1
1314521,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1962973,GREAT RIVERS 2-1-1
1314512,32421,32421,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,1962963,MILWAUKEE RESCUE MISSION
1314503,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1962946,GREAT RIVERS 2-1-1
1314475,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1962880,GREAT RIVERS 2-1-1
1314467,21210,21210,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,1962870,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1314455,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1962856,GREAT RIVERS 2-1-1
1314421,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1962794,GREAT RIVERS 2-1-1
1314295,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1962547,GREAT RIVERS 2-1-1
1314243,15996,15996,37818,23745,None,65100,411000,Emergency Dental Care,None,23745,ZZZ - ASCENSION SOUTHEAST WISCONSIN - SETON DENTAL CLINIC,ZZZ - ASCENSION SOUTHEAST WISCONSIN - SETON DENTAL CLINIC,1962439,ZZZ - ASCENSION SOUTHEAST WISCONSIN - SETON DENTAL CLINIC
1314214,40745,40745,28397,16173,None,55061,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1962374,IMPACT
1314192,30138,30138,27658,15764,None,60816,407761,Food Pantries,None,15764,SALVATION ARMY DISTRIBUTION CENTER,SALVATION ARMY DIVISIONAL HEADQUARTERS,1962321,SALVATION ARMY DIVISIONAL HEADQUARTERS
1314185,18628,18628,27055,15476,None,46753,414401,Cleaning Product Donation Programs,None,15476,COMMUNITY ADVOCATES - JAMES LOVELL ST,COMMUNITY ADVOCATES,1962308,COMMUNITY ADVOCATES
1314145,37663,37663,26986,15463,None,64106,408077,Baby Clothing,None,15463,CASA MARIA CATHOLIC WORKER,CASA MARIA CATHOLIC WORKER,1962221,CASA MARIA CATHOLIC WORKER
1314069,41938,41938,26909,15432,None,46349,408258,Electric Service Payment Assistance,None,15432,MAXIMUS - CENTURY CITY TOWER,MAXIMUS,1962081,MAXIMUS
1314064,30794,30794,26919,15434,None,46361,408758,Social Security Numbers,None,15434,SOCIAL SECURITY ADMINISTRATION - MILWAUKEE - FOND DU LAC AVE,SOCIAL SECURITY ADMINISTRATION,1962069,SOCIAL SECURITY ADMINISTRATION
1314044,37191,37191,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,1962018,IMPACT
1314003,38016,38016,27228,15537,None,47101,407761,Food Pantries,None,15537,GOOD SAMARITAN OUTREACH CENTER,GOOD SAMARITAN OUTREACH CENTER,1961946,GOOD SAMARITAN OUTREACH CENTER
1313969,38016,38016,28466,16206,None,49942,407761,Food Pantries,None,16206,SILVER SPRING NEIGHBORHOOD CENTER,SILVER SPRING NEIGHBORHOOD CENTER,1961882,SILVER SPRING NEIGHBORHOOD CENTER
1313915,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1961769,GREAT RIVERS 2-1-1
1313897,40712,40712,28505,16233,None,50074,408049,Household Goods Vouchers,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,1961732,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1313826,42597,42597,22234,13399,None,38982,413181,Community Mental Health Agencies,None,13399,IRIS  PLACE - NAMI FOX VALLEY,IRIS PLACE - NAMI FOX VALLEY,1961611,IRIS PLACE - NAMI FOX VALLEY
1313810,37484,37484,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,1961585,IMPACT
1313790,16424,16424,37820,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - REPAIRERS OF THE BREACH,IMPACT,1961547,IMPACT
1313788,29021,29021,30499,16934,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET,211 USE - COMMUNITY SHELTER UNMET,1961545,211 USE - COMMUNITY SHELTER UNMET
1313768,16008,16008,28397,16173,None,55081,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,1961514,IMPACT
1313765,33689,33689,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,1961512,IMPACT
1313755,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1961500,IMPACT
1313746,26768,26768,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1961493,IMPACT
1313733,43586,43586,28623,16306,None,50316,413869,Building Inspection,None,16306,WAUKESHA CITY HALL,WAUKESHA, 'DateOfServiceProvided': None, InteractionReferral_Id: 1961478
1313720,2693,2693,14375,9095,None,34689,414533,Public Libraries,None,9095,CALEDONIA PUBLIC LIBRARY,CALEDONIA PUBLIC LIBRARY,1961464,CALEDONIA PUBLIC LIBRARY
1313675,23336,23336,28468,16208,None,49963,407870,Domestic Violence Shelters,None,16208,SOJOURNER FAMILY PEACE CENTER,SOJOURNER FAMILY PEACE CENTER,1961384,SOJOURNER FAMILY PEACE CENTER
1313666,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1961367,GREAT RIVERS 2-1-1
1313663,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1961361,GREAT RIVERS 2-1-1
1313655,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1961339,GREAT RIVERS 2-1-1
1313647,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1961328,GREAT RIVERS 2-1-1
1313613,2882,2882,37355,23514,None,64437,413132,Talklines/Warmlines,None,23514,LA CROSSE LIGHTHOUSE, TaxonomyLink_Id: None, 'ServiceSystem_Name': 'PEER RUN WARMLINE', DateOfServiceProvided: None
1313605,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1961257,GREAT RIVERS 2-1-1
1313533,37043,37043,28397,16173,None,63736,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,1961124,IMPACT
1313528,23165,23165,27621,15740,None,47910,411476,Case/Care Management,None,15740,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE - MILWAUKEE COUNTY,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE,1961110,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE
1313522,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1961102,IMPACT
1313516,35271,35271,30499,16934,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET,211 USE - COMMUNITY SHELTER UNMET,1961093,211 USE - COMMUNITY SHELTER UNMET
1313502,30270,30270,36980,23247,None,63402,407761,Food Pantries,None,23247,EL BETHEL COGIC,EL BETHEL COGIC,1961072,EL BETHEL COGIC
1313494,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1961062,GREAT RIVERS 2-1-1
1313493,2940,2940,7810,1509,None,18431,410021,911 Services,None,1509,CHIPPEWA COUNTY SHERIFFS DEPARTMENT,CHIPPEWA COUNTY SHERIFFS DEPARTMENT,1961061, AgencySystem_ParentName: ""CHIPPEWA COUNTY SHERIFFS DEPARTMENT""
1313473,40128,40128,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,1961026,IMPACT
1313470,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1961023,GREAT RIVERS 2-1-1
1313448,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1960994,GREAT RIVERS 2-1-1
1313433,35717,35717,28504,16232,None,55073,413247,General Crisis Intervention Hotlines,None,16232,ZZZ - MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION - WAUWATOSA,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION,1960968,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION
1313407,40712,40712,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,1960894,IMPACT
1313394,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1960868,GREAT RIVERS 2-1-1
1313364,14937,14937,29250,16297,None,50244,407882,Community Shelters,None,16297,HEBRON HOUSING SERVICES - JUNO HOUSE,HEBRON HOUSING SERVICES,1960831,HEBRON HOUSING SERVICES
1313329,31717,31717,37371,17379,None,64189,414358,Red Cross Disaster Service Centers,None,17379,AMERICAN RED CROSS SOUTHEAST CHAPTER,AMERICAN RED CROSS,1960742,AMERICAN RED CROSS
1313321,25025,25025,28302,16102,None,61570,413245,Domestic Violence Hotlines,None,16102,WOMENS RESOURCE CENTER - RACINE,WOMENS RESOURCE CENTER,1960714, AgencySystem_ParentName: ""WOMENS RESOURCE CENTER""
1313207,16424,16424,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,1960436,MILWAUKEE RESCUE MISSION
1313188,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1960397,IMPACT
1313185,35717,35717,28397,16173,None,55061,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1960392,IMPACT
1313173,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1960378,GREAT RIVERS 2-1-1
1313168,35717,35717,28397,16173,None,55061,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1960371,IMPACT
1313158,40712,40712,29059,16590,None,51211,408016,Beds,None,16590,ZZZ - BUDGET FURNITURE,ZZZ - BUDGET FURNITURE,1960342,ZZZ - BUDGET FURNITURE
1313157,2940,2940,32773,18127,None,55604,413395,Residential Alcohol Use Disorder Treatment Facilities,None,18127,FAHRMAN CENTER (LUTHERAN SOCIAL SERVICES OF WISCONSIN AND UPPER MICHIGAN),FAHRMAN CENTER (LUTHERAN SOCIAL SERVICES OF WISCONSIN AND UPPER MICHIGAN),1960335,FAHRMAN CENTER (LUTHERAN SOCIAL SERVICES OF WISCONSIN AND UPPER MICHIGAN)
1313141,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1960319,GREAT RIVERS 2-1-1
1313140,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1960318,GREAT RIVERS 2-1-1
1313134,2702,2702,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1960311,GREAT RIVERS 2-1-1
1313106,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1960265,GREAT RIVERS 2-1-1
1313105,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1960264,GREAT RIVERS 2-1-1
1313012,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1960106,GREAT RIVERS 2-1-1
1312931,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1959973,GREAT RIVERS 2-1-1
1312916,2693,2693,None,None,None,None,414477,Directory Assistance,None,None,None, AgencySystem_Name: None,1959942, AgencySystem_ParentName: None
1312905,26208,26208,27737,15819,None,48140,407761,Food Pantries,None,15819,HOUSE OF PEACE COMMUNITY CENTER,HOUSE OF PEACE,1959922,HOUSE OF PEACE
1312817,37645,37645,36844,16232,None,63181,413342,Therapy Referrals,None,16232,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION ACCESS CLINIC EAST - MILWAUKEE,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION,1959762,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION
1312727,29847,29847,28949,16207,None,49956,413191,General Counseling Services,None,16207,SIXTEENTH STREET COMMUNITY HEALTH CENTERS - CHAVEZ CLINIC,SIXTEENTH STREET COMMUNITY HEALTH CENTERS,1959585,SIXTEENTH STREET COMMUNITY HEALTH CENTERS
1312689,2693,2693,None,None,None,None,414477,Directory Assistance,None,None,None, AgencySystem_Name: None,1959495, AgencySystem_ParentName: None
1312670,31256,31256,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,1959462,IMPACT
1312659,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1959442,GREAT RIVERS 2-1-1
1312654,38941,38941,30499,16934,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET,211 USE - COMMUNITY SHELTER UNMET,1959431,211 USE - COMMUNITY SHELTER UNMET
1312596,35329,35329,29697,15764,None,61053,407761,Food Pantries,None,15764,SALVATION ARMY - CITADEL CORPS,SALVATION ARMY DIVISIONAL HEADQUARTERS,1959317,SALVATION ARMY DIVISIONAL HEADQUARTERS
1312582,38278,38278,27171,15520,None,47036,414031,Residential Recycling Programs,None,15520,MILWAUKEE DEPARTMENT OF PUBLIC WORKS,MILWAUKEE DEPARTMENT OF PUBLIC WORKS,1959279,MILWAUKEE DEPARTMENT OF PUBLIC WORKS
1312581,20731,20731,28502,16230,None,50061,407761,Food Pantries,None,16230,BAY VIEW COMMUNITY CENTER,BAY VIEW COMMUNITY CENTER,1959276,BAY VIEW COMMUNITY CENTER
1312527,24621,24621,28444,16189,None,49859,407761,Food Pantries,None,16189,NORTHCOTT NEIGHBORHOOD HOUSE - 6TH ST,NORTHCOTT NEIGHBORHOOD HOUSE,1959178,NORTHCOTT NEIGHBORHOOD HOUSE
1312511,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1959162,GREAT RIVERS 2-1-1
1312490,16008,16008,28397,16173,None,55081,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,1959127,IMPACT
1312489,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1959126,IMPACT
1312476,26768,26768,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1959106,IMPACT
1312474,34893,34893,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,1959102,MILWAUKEE RESCUE MISSION
1312462,2940,2940,37355,23514,None,64437,413132,Talklines/Warmlines,None,23514,LA CROSSE LIGHTHOUSE, TaxonomyLink_Id: None, 'ServiceSystem_Name': 'PEER RUN WARMLINE', DateOfServiceProvided: None
1312459,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1959085,GREAT RIVERS 2-1-1
1312453,2670,2670,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1959079,GREAT RIVERS 2-1-1
1312438,23165,23165,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,1959058,MILWAUKEE RESCUE MISSION
1312428,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1959046,GREAT RIVERS 2-1-1
1312422,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1959035,GREAT RIVERS 2-1-1
1312405,34103,34103,30054,16817,None,52005,407882,Community Shelters,None,16817,FAMILY PROMISE OF WAUKESHA COUNTY,FAMILY PROMISE OF WAUKESHA COUNTY,1959003,FAMILY PROMISE OF WAUKESHA COUNTY
1312402,41002,41002,27102,15505,None,46919,413132,Talklines/Warmlines,None,15505,SIRONA RECOVERY,SIRONA RECOVERY,1959000,SIRONA RECOVERY
1312345,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1958906,GREAT RIVERS 2-1-1
1312337,2844,2844,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1958895,GREAT RIVERS 2-1-1
1312326,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1958879,GREAT RIVERS 2-1-1
1312320,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1958873,GREAT RIVERS 2-1-1
1312277,20629,20629,30141,16564,None,51184,408258,Electric Service Payment Assistance,None,16564,EQUUS WORKFORCE SOLUTIONS - RACINE COUNTY,EQUUS WORKFORCE SOLUTIONS,1958783,EQUUS WORKFORCE SOLUTIONS
1312246,38634,38634,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,1958718,MILWAUKEE RESCUE MISSION
1312201,37191,37191,28397,16173,None,55081,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,1958648,IMPACT
1312085,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1958404,GREAT RIVERS 2-1-1
1312052,22591,22591,28159,15987,None,49132,408860,Bankruptcy Assistance,None,15987,LEGAL AID SOCIETY OF MILWAUKEE,LEGAL AID SOCIETY OF MILWAUKEE,1958344,LEGAL AID SOCIETY OF MILWAUKEE
1312012,2679,2679,31458,17162,None,53178,414533,Public Libraries,None,17162,LA CROSSE PUBLIC LIBRARY - MAIN LIBRARY,LA CROSSE PUBLIC LIBRARY,1958266,LA CROSSE PUBLIC LIBRARY
1311922,40712,40712,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,1958090,MILWAUKEE RESCUE MISSION
1311817,21037,21037,35298,16085,None,49481,407761,Food Pantries,None,16085,ST VINCENT DE PAUL SOCIETY OF RACINE COUNTY - RACINE,ST VINCENT DE PAUL SOCIETY OF RACINE COUNTY,1957887,ST VINCENT DE PAUL SOCIETY OF RACINE COUNTY
1311816,34763,34763,29198,16605,None,51259,407761,Food Pantries,None,16605,SOLOMON COMMUNITY TEMPLE UNITED UMC,SOLOMON COMMUNITY TEMPLE UMC,1957884,SOLOMON COMMUNITY TEMPLE UMC
